id,video,question,options,gold,C0_pred (video),C0_ok,C1_pred (note),C1_ok,C2_pred (v+n),C2_ok,C4_pred (v+ASR),C4_ok,disagreement_type,note_text (first 280 chars)
56243_clip_43_materials,clip_43,What material appears in this procedure?,A:rabbit | B:mouse | C:rat | D:guinea pig,C,B,✗,D,✗,B,✗,C,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Petri dish"",     ""Glassware""   ],   ""labels_seen"": [     ""Food and water should be easily accessible""   ],   ""container_descriptions"": [     {       ""shape"": ""Circular"",       ""color"": ""Clear"",       ""size"": ""Small""     },     {       ""shap..."
56243_clip_15_materials,clip_15,What material appears in this procedure?,A:dura mater | B:spinal cord | C:cerebrospinal fluid | D:vertebral body,B,C,✗,A,✗,B,✓,B,✓,note_aug_helps (C2 lifts over C0),"```json {   ""materials_visible"": [     ""surgical tissue"",     ""sterile gauze"",     ""surgical forceps""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""white"",       ""size"": ""small""     }   ],   ""substance_ap..."
53009_clip_33_materials,clip_33,Which material appears in this experimental step?,A:zebrafish | B:mice | C:rats | D:guinea pigs,B,B,✓,B,✓,B,✓,B,✓,all_agree_correct,"```json {   ""materials_visible"": [],   ""labels_seen"": [     ""V. Social vs. Food Reward""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""blue"",       ""size"": ""large""     },     {       ""shape"": ""transparent"",       ""color"": ""clear"",       ""si..."
53009_clip_24_materials,clip_24,Which material appears in this experimental step?,A:70% ethanol | B:disinfecting detergent | C:sodium hypochlorite (bleach) | D:liquid hand soap,B,B,✓,A,✗,B,✓,B,✓,note_only_wrong (compression lost info),"```json {   ""materials_visible"": [     ""brown paper bag""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""silver"",       ""size"": ""large""     },     {       ""shape"": ""cylindrical"",       ""color"": ""white"",    ..."
53009_clip_21_materials,clip_21,What material appears in this procedure?,A:mice | B:zebrafish larvae | C:fruit flies | D:rats,A,B,✗,A,✓,A,✓,A,✓,note_better_than_video (C1>C0),"```json {   ""materials_visible"": [""wood shavings""],   ""labels_seen"": [""jove""],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""silver"",       ""size"": ""large""     }   ],   ""substance_appearance"": [     {       ""color"": ""brown"",       ""state"": ""sol..."
2618_clip_26_materials,clip_26,What material appears in this procedure?,A:arachnoid mater | B:cerebrospinal fluid | C:dura mater | D:brain parenchyma,D,B,✗,B,✗,B,✗,B,✗,all_wrong,"```json {   ""materials_visible"": [     ""Injection syringe"",     ""Sample or reagent""   ],   ""labels_seen"": [     ""jove"",     ""37.1°C Temperature Controller""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""  ..."
2618_clip_37_materials,clip_37,What material appears in the researcher's work in this video clip?,A:phosphate-buffered saline | B:artificial cerebrospinal fluid | C:trypan blue | D:blood,D,B,✗,C,✗,B,✗,D,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""MicroSyringe Pump Controller""   ],   ""labels_seen"": [     ""Micro4"",     ""MicroSyringe Pump Controller"",     ""World Precision Instruments"",     ""Temperature Controller"",     ""37.1""   ],   ""container_descriptions"": [     {       ""shape"": ""rec..."
56074_clip_37_materials,clip_37,Which material appears in this experimental step?,A:gold nanoparticles (size standard) | B:silica nanoparticles (100nm) | C:standard latex beads with a nominal size of 100 nanometers | D:polystyrene microsphere,C,C,✓,C,✓,C,✓,C,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""Latex beads""   ],   ""labels_seen"": [     ""Latex beads"",     ""Intensity PSD (M)"",     ""Volume PSD (M)"",     ""Zeta quality report"",     ""Latex beads"",     ""Measurement Data"",     ""Measurement type: Size"",     ""Sample"",     ""Dispersant"",     ""..."
56074_clip_39_materials,clip_39,Which material appears in this experimental step?,A:dilute nanopowder dispersion | B:colloidal gold suspension | C:cadmium selenide quantum dots | D:polystyrene nanobead standard,A,D,✗,D,✗,D,✗,A,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""FALCON tube"",     ""pipette tip""   ],   ""labels_seen"": [     ""FALCON"",     ""1""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape"": ""cylindrica..."
56074_clip_30_materials,clip_30,What material appears in the researcher's work in this video clip?,A:buffer solution | B:sample | C:cell lysate | D:solvent,B,A,✗,B,✓,B,✓,B,✓,note_better_than_video (C1>C0),"```json {   ""materials_visible"": [],   ""labels_seen"": [     ""WARNING: THE USE OF COMBUSTIBLE OR FLAMMABLE CHEMICALS IS PROHIBITED."",     ""This swab is for the biohazard area only!"",     ""WARNING: THE USE OF COMBUSTIBLE OR FLAMMABLE CHEMICALS IS PROHIBITED.""   ],   ""container_desc..."
64759_clip_31_materials,clip_31,Which material appears in this experimental step?,A:wash buffer | B:filtrate | C:precipitate | D:supernatant,D,C,✗,A,✗,A,✗,D,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Ethanol"",     ""Water""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""white"",       ""size"": ""large""     },     {       ""shape"": ""conical flask"",       ""color"": ""trans..."
64759_clip_22_materials,clip_22,What material appears in this procedure?,A:pelleted soil surface | B:cell culture pellet | C:agar plate surface | D:silica gel beads,A,D,✗,B,✗,B,✗,A,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [""black liquid""],   ""labels_seen"": [],   ""container_descriptions"": [""small jar, brown, cylindrical""],   ""substance_appearance"": [""black, liquid, viscous""] } ```"
64759_clip_46_materials,clip_46,Which material appears in this experimental step?,A:silica gel beads | B:precipitated proteins | C:fractionated materials | D:ion exchange resin,C,A,✗,A,✗,C,✓,C,✓,note_aug_helps (C2 lifts over C0),"```json {   ""materials_visible"": [""T-H""],   ""labels_seen"": [""T-H""],   ""container_descriptions"": [     {       ""shape"": ""hexagonal"",       ""color"": ""white"",       ""size"": ""small""     },     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""large""     }  ..."
64216_clip_7_materials,clip_7,Which material appears in this experimental step?,A:HBSS (Hanks' Balanced Salt Solution) | B:PBS | C:DPBS (Dulbecco's Phosphate-Buffered Saline) | D:sterile water,B,D,✗,D,✗,D,✗,B,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Water"",     ""Ethanol"",     ""Unknown reagent""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""bottle"",       ""color"": ""transparent"",       ""size"": ""large""     },     {       ""shape"": ""bottle"",     ..."
64216_clip_32_materials,clip_32,What material appears in this procedure?,A:nerve | B:vein | C:artery | D:tendon,B,C,✗,C,✗,C,✗,C,✗,all_wrong,"```json {   ""materials_visible"": [     ""Right carotid artery""   ],   ""labels_seen"": [     ""Site of injection: Right carotid artery""   ],   ""container_descriptions"": [],   ""substance_appearance"": [     {       ""material"": ""Right carotid artery"",       ""color"": ""pinkish-red"",      ..."
64216_clip_37_materials,clip_37,What material appears in this procedure?,A:common carotid artery | B:vagus nerve | C:jugular vein | D:femoral artery,A,B,✗,A,✓,A,✓,A,✓,note_better_than_video (C1>C0),"```json {   ""materials_visible"": [""tissue"", ""surgical instruments""],   ""labels_seen"": [""jove""],   ""container_descriptions"": [],   ""substance_appearance"": [""red, solid, tissue-like""] } ```"
3563_clip_31_materials,clip_31,What material appears in the researcher's work in this video clip?,A:cell pellet | B:supernatant | C:PBS | D:growth medium,B,A,✗,B,✓,A,✗,A,✗,other,"```json {   ""materials_visible"": [     ""Falcon tube""   ],   ""labels_seen"": [     ""Falcon"",     ""10 min"",     ""200 x g"",     ""4 °C""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     }   ],   ""substance_ap..."
3563_clip_26_materials,clip_26,Which material appears in this experimental step?,A:collagenase solution | B:trypsin-EDTA solution | C:dispase solution | D:DNase I solution,A,B,✗,A,✓,B,✗,A,✓,other,"```json {   ""materials_visible"": [     ""Agp pipette"",     ""test tubes"",     ""red plastic container"",     ""ice cubes""   ],   ""labels_seen"": [     ""Agp"",     ""Jove""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""red"",       ""size"": ""medium""  ..."
3888_clip_15_materials,clip_15,What material appears in the researcher's work in this video clip?,A:supernatant | B:base medium | C:cell pellet | D:precipitate,A,C,✗,A,✓,C,✗,A,✓,other,"```json {   ""materials_visible"": [     ""96-well plate"",     ""test tube labeled 'GROWTH STIMULUS GENE'""   ],   ""labels_seen"": [     ""900 RCF"",     ""3 min"",     ""96-well plate"",     ""GROWTH STIMULUS GENE""   ],   ""container_descriptions"": [     {       ""shape"": ""circular well plate""..."
3888_clip_25_materials,clip_25,What material appears in the researcher's work in this video clip?,A:distilled water | B:PBS | C:DPBS | D:HBSS,B,B,✓,B,✓,B,✓,B,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""PBS, pH 7.4"",     ""RFP-OVC433 spheroids""   ],   ""labels_seen"": [     ""Cat No: 25-040-CV"",     ""Lot No: 250627"",     ""Exp: 10/12"",     ""Store at 2-8°C"",     ""Volume: 50 mL"",     ""PBS, pH 7.4"",     ""RFP-OVC433 spheroids""   ],   ""container_des..."
3888_clip_23_materials,clip_23,What material appears in this procedure?,A:fibroblasts | B:epithelial cells | C:mesothelial cells | D:endothelial cells,C,C,✓,C,✓,C,✓,C,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""FBS-TX""   ],   ""labels_seen"": [     ""FBS-TX"",     ""6 x 10^5 mesothelial cells/well""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape"": ""rect..."
56127_clip_6_materials,clip_6,What material appears in this procedure?,A:silicon wafer | B:substrate | C:electrode | D:glass slide,B,C,✗,B,✓,B,✓,B,✓,note_better_than_video (C1>C0),"```json {   ""materials_visible"": [     ""Aluminum block""   ],   ""labels_seen"": [     ""30 mm diameter\n10 mm height""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""silver"",       ""size"": ""30 mm diameter, 10 mm height""     }   ],   ""substance_..."
56127_clip_19_materials,clip_19,Which material appears in this experimental step?,A:cadmium precursor | B:zinc salt stabilizer | C:zinc oxide suspension | D:zinc precursor,D,C,✗,C,✗,C,✗,D,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Water""   ],   ""labels_seen"": [     ""Process takes ~120 min"",     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""white"",       ""size"": ""medium""     }   ],   ""substance_appearance"": [     {      ..."
56127_clip_5_materials,clip_5,Which material appears in this experimental step?,A:compressed air | B:argon | C:nitrogen | D:carbon dioxide,C,B,✗,A,✗,A,✗,C,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""pipette"",     ""test tube"",     ""reaction cell""   ],   ""labels_seen"": [     ""Dimensions based on reaction cell size""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""  ..."
62754_clip_44_materials,clip_44,What material appears in the researcher's work in this video clip?,A:nylon membrane | B:glass fiber membrane | C:PVDF membrane | D:nitrocellulose membrane,B,D,✗,D,✗,D,✗,B,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""conjugate pad loaded AuNPs-mAb""   ],   ""labels_seen"": [     ""conjugate pad"",     ""loaded AuNPs-mAb""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""transparent"",       ""size"": ""small""     }   ],   ""sub..."
62754_clip_21_materials,clip_21,What material appears in the researcher's work in this video clip?,A:0.1 mol per liter potassium carbonate | B:sodium hydroxide solution | C:potassium bicarbonate solution | D:sodium carbonate solution,A,A,✓,D,✗,D,✗,A,✓,other,"```json {   ""materials_visible"": [     ""test tubes"",     ""pipette"",     ""microcentrifuge tube rack"",     ""test tube rack"",     ""pipette tip""   ],   ""labels_seen"": [],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""sm..."
62754_clip_3_materials,clip_3,What material appears in this procedure?,A:chloroplatinic acid solution | B:silver nitrate solution | C:sodium borohydride solution | D:chloroauric acid solution,D,D,✓,D,✓,D,✓,D,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""beaker"",     ""test tube"",     ""pipette""   ],   ""labels_seen"": [],   ""container_descriptions"": [     {       ""name"": ""beaker"",       ""shape"": ""cylindrical with a flat bottom"",       ""color"": ""blue"",       ""size"": ""medium""     },     {       ..."
61231_clip_5_materials,clip_5,What material appears in the researcher's work in this video clip?,A:ground plant tissue | B:lysed animal cells | C:RNA pellet | D:chloroform extract,A,C,✗,C,✗,C,✗,A,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Ethanol"",     ""Yellow bowl containing ice""   ],   ""labels_seen"": [     ""only for pick and give"",     ""See text for all solution and reagent preparation details""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""c..."
